dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0806,Sprite,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,7,Sprite is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sprite
D0807,Tandoori Aloo,Indian,"spices, salt, cooking oil, ginger, garlic",none_identified_from_name,"grilled, vegetarian",7,Tandoori Aloo is a vegetarian Indian dish commonly associated with ginger and garlic.,,grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_aloo
D0808,Tandoori Momos,Indo-Chinese,"spices, salt, cooking oil, wheat flour, vegetables, ginger, garlic, spring onion, sauce","gluten, possible_soy","grilled, vegetarian",7,"Tandoori Momos is a vegetarian Indo-Chinese dish commonly associated with wheat flour, vegetables, ginger, garlic, and spring onion.",wheat flour->gluten-free flour blend,grilled or tandoor-roasted,marinade and protein choice may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_momos
D0809,Tandoori Naan,North Indian,"spices, salt, cooking oil, wheat flour, ginger, garlic, cumin, coriander",gluten,"grilled, vegetarian",7,"Tandoori Naan is a vegetarian North Indian dish commonly associated with wheat flour, ginger, garlic, cumin, and coriander.",wheat flour->gluten-free flour blend,grilled or tandoor-roasted,"flour blend and cooking fat may vary, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_naan
D0810,Tandoori Roti Butter,North Indian,"spices, salt, cooking oil, wheat flour, ginger, garlic, butter, cumin, coriander","gluten, dairy","grilled, vegetarian",7,"Tandoori Roti Butter is a vegetarian North Indian dish commonly associated with wheat flour, ginger, garlic, butter, and cumin.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",grilled or tandoor-roasted,"flour blend and cooking fat may vary, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_roti_butter
D0811,Tawa Butter Paratha,North Indian,"spices, salt, cooking oil, wheat flour, butter, cumin, coriander","gluten, dairy",vegetarian,7,"Tawa Butter Paratha is a vegetarian North Indian dish commonly associated with wheat flour, butter, cumin, and coriander.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tawa_butter_paratha
D0812,Tawa Plain Roti,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,7,"Tawa Plain Roti is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tawa_plain_roti
D0813,Tikki Chaat,North Indian,"spices, salt, cooking oil, chutney, crisps, cumin, coriander",possible_gluten,"street-food, vegetarian",7,"Tikki Chaat is a vegetarian North Indian dish commonly associated with chutney, crisps, cumin, and coriander.",,"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tikki_chaat
D0814,Tomato Basil Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Tomato Basil Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tomato_basil_soup
D0815,Triple Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Triple Fried Rice is a vegetarian Indo-Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=triple_fried_rice
D0816,Veg Chatpata,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,7,Veg Chatpata is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_chatpata
D0817,Veg Frankie,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Veg Frankie is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_frankie
D0818,Veg Fried Momos,Indo-Chinese,"spices, salt, cooking oil, wheat flour, vegetables, garlic, spring onion, sauce","gluten, possible_soy",vegetarian,7,"Veg Fried Momos is a vegetarian Indo-Chinese dish commonly associated with wheat flour, vegetables, garlic, spring onion, and sauce.",wheat flour->gluten-free flour blend,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_fried_momos
D0819,Veg Kurma,North Indian,"spices, salt, cooking oil, onion, rich gravy, cumin, coriander","possible_dairy, possible_tree_nuts",vegetarian,7,"Veg Kurma is a vegetarian North Indian dish commonly associated with onion, rich gravy, cumin, and coriander.",,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_kurma
D0820,Veg Seekh Kabab,Indian,"spices, salt, cooking oil, ginger, garlic",none_identified_from_name,"grilled, vegetarian",7,Veg Seekh Kabab is a vegetarian Indian dish commonly associated with ginger and garlic.,,grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_seekh_kabab
D0821,Veg Singapore Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, garlic, spring onion","gluten, possible_soy",vegetarian,7,"Veg Singapore Noodles is a vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, garlic, and spring onion.",wheat noodles->rice noodles,stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_singapore_noodles
D0822,Vegetable Pulao,Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Vegetable Pulao is a vegetarian Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,pot-cooked,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=vegetable_pulao
D0823,Vegetable Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,7,"Vegetable Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=vegetable_soup
D0824,All In One Paratha.,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,6,"All In One Paratha. is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=all_in_one_paratha
D0825,Aloo Chaat,North Indian,"spices, salt, cooking oil, chutney, crisps, cumin, coriander",possible_gluten,"street-food, vegetarian",6,"Aloo Chaat is a vegetarian North Indian dish commonly associated with chutney, crisps, cumin, and coriander.",,"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_chaat
D0826,Aloo Paratha With Dal Makhani,North Indian,"spices, salt, cooking oil, lentils, onion, tomato, wheat flour, butter, cumin, coriander","gluten, dairy","high-protein, vegetarian",6,"Aloo Paratha With Dal Makhani is a vegetarian North Indian dish commonly associated with lentils, onion, tomato, wheat flour, and butter.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,"lentil variety and tempering spices may vary, flour blend and cooking fat may vary, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_paratha_with_dal_makhani
D0827,Aloo Patty Salad,Healthy Food,"spices, salt, cooking oil",none_identified_from_name,vegetarian,6,Aloo Patty Salad is a vegetarian Healthy Food dish generally seasoned with regional spices.,,"mixed, no-cook or minimally cooked",,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_patty_salad
D0828,Aloo Puff,Beverages,"spices, salt, cooking oil",none_identified_from_name,vegetarian,6,Aloo Puff is a vegetarian Beverages dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_puff
D0829,Aloo Pyaz Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,6,"Aloo Pyaz Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_pyaz_paratha
D0830,Aloo Raita,Chinese,"spices, salt, cooking oil, yogurt, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten",vegetarian,6,"Aloo Raita is a vegetarian Chinese dish commonly associated with yogurt, garlic, spring onion, and sauce.",yogurt->plant-based yogurt (check soy or nut allergens),"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_raita
D0831,Americano,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,6,Americano is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=americano
D0832,Baked Macaroni Pineapple,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,6,Baked Macaroni Pineapple is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=baked_macaroni_pineapple
D0833,Basmati Rice,Bengali,"spices, salt, cooking oil, mustard oil, panch phoron",none_identified_from_name,vegetarian,6,Basmati Rice is a vegetarian Bengali dish commonly associated with mustard oil and panch phoron.,,pot-cooked,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=basmati_rice
D0834,BBQ Chicken Wings,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",6,"BBQ Chicken Wings is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=bbq_chicken_wings
D0835,Big Spicy Paneer Wrap,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",6,"Big Spicy Paneer Wrap is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=big_spicy_paneer_wrap
D0836,Boneless Chicken Masala,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",6,"Boneless Chicken Masala is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=boneless_chicken_masala
D0837,Boneless Chicken Tikka Masala,Chinese,"spices, salt, cooking oil, ginger, garlic, chicken, spring onion, sauce","possible_soy, possible_gluten","grilled, non-vegetarian, high-protein",6,"Boneless Chicken Tikka Masala is a non-vegetarian Chinese dish commonly associated with ginger, garlic, chicken, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=boneless_chicken_tikka_masala
D0838,Boneless Fish Fry,North Indian,"spices, salt, cooking oil, fish, cumin, coriander",fish,"non-vegetarian, high-protein",6,"Boneless Fish Fry is a non-vegetarian North Indian dish commonly associated with fish, cumin, and coriander.",,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=boneless_fish_fry
D0839,Bread Pakoda,Snacks,"spices, salt, cooking oil, gram flour, oil",none_identified_from_name,"fried, vegetarian",6,Bread Pakoda is a vegetarian Snacks dish commonly associated with gram flour.,,deep-fried,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=bread_pakoda
D0840,Burmese Spaghetti,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,6,Burmese Spaghetti is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=burmese_spaghetti
D0841,Butter Naan (1 Pc),North Indian,"spices, salt, cooking oil, wheat flour, butter, cumin, coriander","gluten, dairy",vegetarian,6,"Butter Naan (1 Pc) is a vegetarian North Indian dish commonly associated with wheat flour, butter, cumin, and coriander.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_naan_1_pc
D0842,Butter Onion Uttapam,South Indian,"spices, salt, cooking oil, rice, urad dal, vegetables, oil, butter, curry leaves, mustard seeds",dairy,"fermented, vegetarian",6,"Butter Onion Uttapam is a vegetarian South Indian dish commonly associated with rice, urad dal, vegetables, butter, and curry leaves.",butter->plant-based butter (check product allergens),fermented and griddle-cooked,batter ratio and fermentation time may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_onion_uttapam
D0843,Butter Paratha (1 Pc),North Indian,"spices, salt, cooking oil, wheat flour, butter, cumin, coriander","gluten, dairy",vegetarian,6,"Butter Paratha (1 Pc) is a vegetarian North Indian dish commonly associated with wheat flour, butter, cumin, and coriander.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_paratha_1_pc
D0844,Chana Paneer,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, paneer, cumin, coriander",dairy,"high-protein, vegetarian",6,"Chana Paneer is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, paneer, and cumin.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chana_paneer
